address,latitude,longitude
1408 18TH ST,37.7626300791,-122.396671656579
780 BRYANT ST,37.776468901852,-122.402082801655
155 04TH ST,,
690 MOSCOW ST,37.716789691373,-122.431089056906
2652 BRODERICK ST,37.794683369003,-122.443414601349
700 HOLLY PARK CIR,37.737518382733,-122.420891409083
1310 08TH AVE,,
2807 LEAVENWORTH ST,37.806935624629,-122.418996239642
604 CHINA BASIN ST,,
2602 BRODERICK ST,37.794254806491,-122.443328064745
732 MOSCOW ST,37.716095842501,-122.431610931451
2634 BRODERICK ST,37.794529086499,-122.443383448171
600 TOWNSEND ST,37.771816105161,-122.401758795494
2628 BRODERICK ST,37.794477658997,-122.443373063779
783 TURK ST,37.781735532308,-122.421967352952
2654 BRODERICK ST,37.794700511503,-122.443418062813
410 EMBARCADERO SOUTH,,
540 MISSION ST,37.788944513836,-122.398711773278
2844 BRODERICK ST,37.796470102025,-122.443777199243
2740 BRODERICK ST,37.795543675299,-122.443589152235
420 EMBARCADERO SOUTH,,
3376 CLAY ST,37.788963152862,-122.448427608542
502 MISSION ST,37.789732522871,-122.397714955226
3330 CLAY ST,37.789055940658,-122.447702703516
3009 BAKER ST,37.798740947298,-122.446068944242
45 KEARNY ST,37.788567672544,-122.403674779922
2923 BAKER ST,37.797923327385,-122.445903606058
3320 CLAY ST,37.789076111917,-122.447545115467
3340 CLAY ST,37.789035769398,-122.447860291565
425 CLAY ST,37.79488422404,-122.400630273655
43 KEARNY ST,37.788555013055,-122.403672588858
430 EMBARCADERO SOUTH,,
2574 SAN BRUNO AVE,37.72913751879,-122.404301332708
2665 BAKER ST,37.795480215494,-122.445413946388
440 EMBARCADERO SOUTH,,
404 BEACH ST,37.807315921594,-122.415759671037
2600 LYON ST,37.794766975689,-122.446665259269
2626 LYON ST,37.795081782508,-122.446714446447
3510 CLAY ST,37.788674333553,-122.450717282793
3586 CLAY ST,37.788527797995,-122.451880011206
3512 CLAY ST,37.788670477354,-122.450747880909
3600 CLAY ST,37.788486642587,-122.452206766152
3050 LYON ST,37.798937604584,-122.44732484408
3020 LYON ST,37.798684901913,-122.44728680285
500 LYON ST,37.775364739157,-122.442883749665
3664 CLAY ST,37.788363212785,-122.453188838571
3602 CLAY ST,37.788482785405,-122.452237455916
1717 OFARRELL ST,37.78320950532,-122.432887129668
3000 LYON ST,37.798526946281,-122.447254611835
3150 LYON ST,37.799875573526,-122.447469910715
3134 LYON ST,37.79974132071,-122.447448611006
1239 VALENCIA ST,37.753072747843,-122.420681739188
3120 LYON ST,37.799623849496,-122.447429973761
3696 CLAY ST,37.788301497884,-122.45367987478
100 12TH ST,37.772172760236,-122.418197800568
2045 CHESTNUT ST,37.800682394467,-122.436874719989
3686 CLAY ST,37.788320783791,-122.453526425964
845 EUCLID AVE,37.783798335278,-122.458431068453
1435 GRANT AVE,37.800036868489,-122.407534474259
2498 SCOTT ST,37.792675613417,-122.439584656792
102 12TH ST,37.772172760234,-122.418169433135
835 EUCLID AVE,37.783802333691,-122.458331507797
823 EUCLID AVE,37.783807131786,-122.458212035009
3330 BRODERICK ST,37.801011877649,-122.444694017447
219 07TH ST,,
805 EUCLID AVE,37.783814328929,-122.458032825829
1224 VALENCIA ST,37.753275570281,-122.420845972595
635 EUCLID AVE,37.78390132145,-122.456111202389
649 EUCLID AVE,37.783895737201,-122.456248016729
701 EUCLID AVE,37.783869354624,-122.456880689672
645 EUCLID AVE,37.783897332701,-122.456208926918
1908 VAN NESS AVE,37.793194078395,-122.422734001718
545 EUCLID AVE,37.783947264007,-122.455110599748
621 EUCLID AVE,37.7839069057,-122.45597438805
535 EUCLID AVE,37.783952045001,-122.455013784491
515 EUCLID AVE,37.783961606988,-122.454820153976
527 EUCLID AVE,37.783955869796,-122.454936332285
705 EUCLID AVE,37.78386743752,-122.456920150108
503 EUCLID AVE,37.78396734418,-122.454703975667
713 EUCLID AVE,37.783863603313,-122.456999070979
637 PACIFIC AVE,37.796959181189,-122.40589326567
511 EUCLID AVE,37.783963519385,-122.454781427873
73 06TH ST,,
3404 18TH ST,37.761882347171,-122.419533055346
425 EUCLID AVE,37.784004021423,-122.453127359597
3808 24TH ST,37.751744976135,-122.427675403734
325 EUCLID AVE,37.784100802165,-122.451686073255
631 BROADWAY,37.797706214225,-122.407523075445
105 HAYES ST,37.777437089238,-122.418180574455
2536 TAYLOR ST,37.805777703165,-122.415242675842
303 EUCLID AVE,37.784114294746,-122.451603993356
1000 ATHENS ST,37.713410146364,-122.434667535532
3607 MARKET ST,37.75606085858,-122.440905433901
3303 PIERCE ST,37.800488678841,-122.439566625854
135 HAYES ST,37.777398703917,-122.418479980116
3232 BRODERICK ST,37.800095345441,-122.444508350071
1109 GRANT AVE,37.797037161844,-122.406928749249
313 LEAVENWORTH ST,37.783871371719,-122.414346119967
149 HAYES ST,37.777380790767,-122.418619702758
3336 BRODERICK ST,37.801061706251,-122.44470417667
1709 SACRAMENTO ST,37.791418547157,-122.421043114598
300 ROLPH ST,37.713336906776,-122.436306257319
3302 PIERCE ST,37.800472149623,-122.439423015709
3542 BRODERICK ST,37.802978308173,-122.445092300988
69 PRINCETON ST,37.729236618746,-122.416167794486
1002 PRAGUE ST,37.710083665056,-122.436771536625
3524 BRODERICK ST,37.80282717435,-122.445061783601
1525 TURK ST,37.780077752656,-122.43496754461
1103 04TH ST,,
3520 BRODERICK ST,37.802793589056,-122.44505500196
143 HAYES ST,37.777388467831,-122.418559821625
1114 GRANT AVE,37.797123688285,-122.406799670906
819 GROVE ST,37.776863701501,-122.430090899183
1671 TURK ST,37.779877471123,-122.436558643034
825 GROVE ST,37.776852144665,-122.430181595262
2763 BUSH ST,37.785778900283,-122.442735877802
2791 BUSH ST,37.785724899577,-122.443165535822
144 BRIGHT ST,37.713321564188,-122.463415038543
2345 BUSH ST,37.786659615851,-122.435838118464
2739 BUSH ST,37.785825186603,-122.4423675995
2725 BUSH ST,37.785852186956,-122.44215277049
105 HOLLADAY AVE,37.748147439283,-122.404824472226
1575 TURK ST,37.780117713837,-122.434651329884
3520 17TH ST,37.763191991687,-122.424490893422
2741 BUSH ST,37.785821329409,-122.442398289359
3620 DIVISADERO ST,37.803007829487,-122.443385583299
749 MISSION ST,37.785232046737,-122.403208231592
1161 POST ST,37.786652356153,-122.420838028155
1065 HAMPSHIRE ST,37.755086656247,-122.407430277669
2315 BUSH ST,37.786717458968,-122.43537914566
3550 17TH ST,37.763152900585,-122.425097601319
408 BRIGHT ST,37.718140953693,-122.463470245252
3839 DIVISADERO ST,37.804984632508,-122.443933756867
885 HEAD ST,37.722974035842,-122.462721210113
3538 17TH ST,37.763167727692,-122.424854601238
639 GROVE ST,37.77724818783,-122.427096379799
3639 DIVISADERO ST,37.803139090323,-122.443559244389
410 BRIGHT ST,37.71817847233,-122.46347067749
3552 17TH ST,37.7631504294,-122.425138101332
651 GROVE ST,37.777225038564,-122.427281070779
27 PRINCETON ST,37.72980259854,-122.416189634413
725 GROVE ST,37.777069224798,-122.428498230569
1504 GOLDEN GATE AVE,37.779181928944,-122.435384138382
20 WILLIAMS AVE,37.729409749855,-122.393202481271
3551 DIVISADERO ST,37.802307424461,-122.443390581581
3725 BALBOA ST,37.775595796637,-122.498678352709
635 GROVE ST,37.777255904252,-122.42703481614
645 BUSH ST,37.790196886972,-122.408053272131
25 HENRY ADAMS ST,37.769199812946,-122.403884978868
2271 BUSH ST,37.786816470893,-122.434592137602
1610 GOLDEN GATE AVE,37.778966016063,-122.437110166464
604 WASHINGTON ST,37.795572971647,-122.403447539196
3586 17TH ST,37.763108419265,-122.425826601561
168 WILLIAMS AVE,37.729926104866,-122.396905245189
490 BRIGHT ST,37.719679217809,-122.46348796701
2006 ALAMEDA ST,37.768584620217,-122.404963409597
438 BRIGHT ST,37.718703733248,-122.463476728822
2299 BUSH ST,37.786762470258,-122.435021795053
637 GROVE ST,37.777252046041,-122.42706559797
1773 TURK ST,37.779660343653,-122.438252424156
805 HAMPSHIRE ST,37.75919346211,-122.407852549199
2105 BUSH ST,37.787142273345,-122.432072976943
3590 17TH ST,37.763103476896,-122.425907601588
505 PRECITA AVE,37.747417004535,-122.410393176213
2297 BUSH ST,37.786766327446,-122.434991105235
1739 40TH AVE,37.754368139254,-122.499124625279
3610 17TH ST,37.763043538283,-122.426932362227
663 HEAD ST,37.719024285496,-122.464526753229
557 GROVE ST,37.777369818755,-122.426140684322
1117 POST ST,37.78673296369,-122.420213319418
583 GROVE ST,37.777471402811,-122.425368221841
494 BRIGHT ST,37.719754255083,-122.463488831486
2185 BUSH ST,37.786989069496,-122.433234738486
2269 BUSH ST,37.786820328081,-122.434561447784
177 POST ST,37.788678839926,-122.404876097363
2103 BUSH ST,37.787154892877,-122.431972020636
521 GROVE ST,37.777477378344,-122.425322782872
91 ROBINSON ST,37.708469257111,-122.429254618038
2109 BUSH ST,37.787117034281,-122.432274889558
3400 SCOTT ST,37.80119480727,-122.441308849354
3512 SCOTT ST,37.802693173979,-122.441622131231
3630 SCOTT ST,37.803423121328,-122.441767839885
3618 SCOTT ST,37.803374241348,-122.441758351425
403 PRECITA AVE,37.747362468335,-122.411307722101
2173 TURK ST,37.77883598792,-122.444865281004
2117 BUSH ST,37.787080542027,-122.432557841425
531 GROVE ST,37.77744750068,-122.425549977719
1847 40TH AVE,37.752363713774,-122.498984132577
3660 17TH ST,37.762996900846,-122.427657147276
2500 THORNTON AVE,,
2004 ALAMEDA ST,37.768584809571,-122.404958959773
361 PRECITA AVE,37.747307407439,-122.412257564398
641 HAMPSHIRE ST,37.761352223515,-122.408062927805
582 BRIGHT ST,37.72135405338,-122.463505028561
633 HAMPSHIRE ST,37.761447221948,-122.408071959335
1915 BUSH ST,37.787554458363,-122.428800146855
804 YORK ST,37.759140347834,-122.408865770781
535 MISSION ST,37.789066906936,-122.398353058246
2055 BUSH ST,37.787270334418,-122.43105460981
2063 BUSH ST,37.787254909599,-122.431177002461
4600 LINCOLN BLVD,,
260 08TH ST,,
3721 BALBOA ST,37.775597702965,-122.498640543821
1706 WASHINGTON ST,37.793291429443,-122.421400009825
409 HEAD ST,37.71449370022,-122.464474152587
370 UNIVERSITY ST,37.725476839731,-122.413719566402
3850 17TH ST,37.762732619634,-122.432057690728
133 WINDING WAY,37.709936166248,-122.433522270869
1967 42ND AVE,37.750049180509,-122.500973621687
3871 24TH ST,37.751553976603,-122.429018276181
440 FULTON ST,37.778716489806,-122.424050254996
2085 BUSH ST,37.787212491347,-122.43151358225
3710 SCOTT ST,37.80403813835,-122.441890368648
3812 SCOTT ST,37.804740276963,-122.442029847373
402 FULTON ST,37.778789758499,-122.423468883537
1115 POST ST,37.786736627669,-122.420184923567
339 18TH AVE,37.781625661926,-122.47739415755
3709 BALBOA ST,37.775603421949,-122.498527117155
233 WATERVILLE ST,37.7319478938,-122.402321398353
1503 04TH ST,,
2001 BUSH ST,37.787374451947,-122.430228459419
95 WINDING WAY,37.710310752521,-122.432881872408
3840 SCOTT ST,37.805106697104,-122.442078470549
470 FULTON ST,37.778658646101,-122.424509232463
420 FULTON ST,37.778755052276,-122.423744270018
1911 BUSH ST,37.78756217077,-122.428738950546
1809 BUSH ST,37.787599826208,-122.42844246955
3824 SCOTT ST,37.804947535729,-122.442062323762
574 ARCH ST,37.721143449163,-122.467104679102
95 CERVANTES BLVD,37.803947533523,-122.439134520598
412 FULTON ST,37.778770477264,-122.423621876027
810 YORK ST,37.759048591248,-122.408856917087
1971 42ND AVE,37.749977810225,-122.500968794719
6 CANYON DR,,
2067 TURK ST,37.779048186069,-122.443125762499
1984 EDDY ST,37.780467734822,-122.44031998316
410 FULTON ST,37.778774333511,-122.423591277529
3869 24TH ST,37.751556260201,-122.428977986941
504 FULTON ST,37.778578902416,-122.425141981571
87 FORD ST,37.761779774768,-122.432540464379
492 YALE ST,37.723158657781,-122.41602706776
1682 43RD AVE,37.755298936324,-122.502269227219
242 VICTORIA ST,37.715079806939,-122.465237103957
3431 CERVANTES BLVD,,
598 ARCH ST,37.721602490169,-122.467111948928
271 RAMSELL ST,37.715565493762,-122.466284826908
814 YORK ST,37.758987420191,-122.408851014624
2425 MISSION ST,37.758216124254,-122.418940754465
188 VICTORIA ST,37.71406934712,-122.465225154149
10 CANYON DR,,
1979 O'FARRELL ST,37.782652559584,-122.437251895948
165 MALLORCA WAY,37.802256924066,-122.437708681426
149 MALLORCA WAY,37.802112968199,-122.437656186753
1730 ELLIS ST,37.782137810545,-122.434705810243
300 VICTORIA ST,37.716172811106,-122.465250430157
139 ALHAMBRA ST,37.802062364205,-122.438575535095
125 MALLORCA WAY,37.80187005918,-122.437609748296
710 FULTON ST,37.778075624101,-122.429063903982
636 FULTON ST,37.778316671284,-122.427201728909
221 PRECITA AVE,37.747523594013,-122.415758003777
66 BRADFORD ST,37.742257975557,-122.409489332647
1741 BUSH ST,37.787929653712,-122.425884497806
199 MALLORCA WAY,37.802479985537,-122.437982547467
1626 43RD AVE,37.756308417756,-122.502341677917
1634 43RD AVE,37.756164206123,-122.502331327818
200 ARCH ST,37.71432791269,-122.467023562228
1732 ELLIS ST,37.782133951386,-122.434736683531
1301 PIERCE ST,37.78198859627,-122.435898804122
1804 ELLIS ST,37.781961566653,-122.43609999407
702 FULTON ST,37.778082179217,-122.429004907903
780 FULTON ST,37.778010167478,-122.429580305579
197 MALLORCA WAY,37.802467901551,-122.437961632881
1225 BACON ST,37.724604511982,-122.414942220819
3617 BALBOA ST,37.775646443361,-122.497536280558
3700 ORTEGA ST,37.751242238394,-122.503207482376
1618 43RD AVE,37.756452629389,-122.502352028017
1093 ALABAMA ST,37.75443658975,-122.411061681153
255 DORLAND ST,37.762024833293,-122.429653397374
119 MALLORCA WAY,37.801809331926,-122.437598138682
218 ARCH ST,37.714644090744,-122.467027436922
1235 04TH ST,,
275 VERNON ST,37.717428764758,-122.468103509737
860 FULTON ST,37.777819416676,-122.431112093048
2704 LEAVENWORTH ST,37.806327424406,-122.418727361852
145 MALLORCA WAY,37.802072483362,-122.43764844701
1920 SUTTER ST,37.786307583561,-122.432007447782
310 VICTORIA ST,37.716344791927,-122.465252149946
979 ALABAMA ST,37.756251122939,-122.411234977479
205 DORLAND ST,37.762029126854,-122.428588574927
203 DORLAND ST,37.762029298597,-122.428545982029
3450 PIERCE ST,37.802147999007,-122.439753612373
1139 BACON ST,37.724892440685,-122.413843344414
2104 ELLIS ST,37.781356186925,-122.440883942803
1091 ALABAMA ST,37.754466951664,-122.411064580882
1958 SUTTER ST,37.786221844353,-122.432658777625
1900 ELLIS ST,37.781772257999,-122.437528112092
108 NEVADA ST,37.741229417168,-122.411313778557
152 HAYES ST,37.777372123357,-122.419556433341
928 BRODERICK ST,37.778810074811,-122.440198213107
885 ALABAMA ST,37.757760774197,-122.411379300732
130 NEVADA ST,37.740902350549,-122.411344317946
2022 SUTTER ST,37.78608619553,-122.433692872239
2040 SUTTER ST,37.786051489628,-122.433968256174
3456 PIERCE ST,37.802213804531,-122.439766823321
2798 LEAVENWORTH ST,37.806814548894,-122.41882619864
2100 ELLIS ST,37.781358372083,-122.440867007817
3554 PIERCE ST,37.803409719093,-122.440008363872
2020 SUTTER ST,37.786090051741,-122.433662274024
3980 18TH ST,37.761107946508,-122.432343765148
680 MISSION ST,37.786609475701,-122.401674503122
1115 MCALLISTER ST,37.778744460701,-122.43042744659
2008 SUTTER ST,37.78611318901,-122.433478684733
4018 PACHECO ST,37.749379007769,-122.503251543479
10 TERRA VISTA AVE,37.781364508406,-122.441564334771
80 TERRA VISTA AVE,37.781500046568,-122.443219776743
132 HAYES ST,37.777409755329,-122.419275640793
301 ANZAVISTA AVE,37.780928039273,-122.445590448469
148 TERRA VISTA AVE,37.781224985819,-122.444428898199
835 ALABAMA ST,37.758515232069,-122.411451762695
2108 SUTTER ST,37.785906189171,-122.435121184285
3522 PIERCE ST,37.803041113943,-122.43993357447
760 MCALLISTER ST,37.77955016853,-122.424951414957
2112 SUTTER ST,37.785898476746,-122.435182380731
815 ALABAMA ST,37.758817015219,-122.41148074748
1277 MCALLISTER ST,37.778390057214,-122.433201751289
813 ALABAMA ST,37.758847193533,-122.411483645959
3998 18TH ST,37.761086311853,-122.432724690088
26 AMHERST ST,37.728622914738,-122.417190689261
107 HENRY ADAMS ST,37.768482312364,-122.40379227096
3584 PIERCE ST,37.803755286421,-122.440078478936
1730 45TH AVE,37.754288743208,-122.504349414833
2012 SUTTER ST,37.786105476587,-122.433539881163
2056 SUTTER ST,37.786020639937,-122.434213041894
2050 SUTTER ST,37.786032208571,-122.434121247249
2140 SUTTER ST,37.785844489773,-122.435610755854
275 PIERCE ST,37.77235225487,-122.433941955337
4050 PACHECO ST,37.749363766308,-122.503552562758
2146 SUTTER ST,37.785832921136,-122.435702550523
3 CORDOVA ST,37.713357759022,-122.436232465566
285 AVILA ST,37.803630375947,-122.441058608036
281 ANZAVISTA AVE,37.779891958362,-122.44549593489
811 ALABAMA ST,37.758877371848,-122.411486544437
269 AVILA ST,37.80344753937,-122.44102124
399 AVILA ST,37.804600315112,-122.441257730855
510 TERRY A FRANCOIS BLVD,37.776264571766,-122.389336513304
2120 SUTTER ST,37.785883051897,-122.435304773623
649 PACIFIC AVE,37.796946885028,-122.405999674816
1714 45TH AVE,37.754574226279,-122.504369412405
2110 SUTTER ST,37.785902332959,-122.435151782508
3630 BALBOA ST,37.775755315863,-122.497675684372
187 AVILA ST,37.802407122319,-122.440809227164
215 AVILA ST,37.802830465919,-122.440895122881
259 AVILA ST,37.803333266509,-122.440997884978
3839 LAWTON ST,37.756710716949,-122.503950459848
4308 18TH ST,37.760803495852,-122.437346063817
109 HENRY ADAMS ST,37.768462788155,-122.403790548238
651 PACIFIC AVE,37.796944835668,-122.406017409674
2184 SUTTER ST,37.785759653101,-122.43628391676
411 JARBOE AVE,37.738397047278,-122.41386500247
2182 SUTTER ST,37.785763509313,-122.436253318537
858 FLORIDA ST,37.758209111009,-122.41066387415
150 GROVE STREET,37.778768001732,-122.41616001675
4322 18TH ST,37.760795710545,-122.437478414178
1615 44TH AVE,37.75647588946,-122.503573627865
880 FLORIDA ST,37.75787121424,-122.410630747057
4421 19TH ST,37.759017519639,-122.438363924753
1107 TURK ST,37.781048631773,-122.427374581372
112 HENRY ADAMS ST,37.768415766462,-122.403931713774
982 FLORIDA ST,37.75623577109,-122.410473707324
1201 TURK ST,37.780876256979,-122.428729612585
4337 19TH ST,37.75907164993,-122.437447009385
85 TOLEDO WAY,37.801009323312,-122.439212101961
600 TOMPKINS AVE,37.736970682262,-122.412788456898
2550 SUTTER ST,37.784988212616,-122.442385511235
303 02ND ST,,
79 CEDAR ST,37.786351023067,-122.419441008648
2504 SUTTER ST,37.785076928165,-122.441679643667
1311 TURK ST,37.780621980189,-122.430717411469
91 TOLEDO WAY,37.80099377796,-122.439341128456
1830 GOLDEN GATE AVE,37.778498834516,-122.440757408576
2546 SUTTER ST,37.784995927012,-122.442324131446
2502 SUTTER ST,37.785080785363,-122.441648953772
33 TOLEDO WAY,37.80138103764,-122.438168693872
1531 PACIFIC AVE,37.795082560781,-122.42067903919
2610 SUTTER ST,37.78485707324,-122.443419132612
990 FLORIDA ST,37.756114323435,-122.410462108405
1429 TURK ST,37.780372472494,-122.432629151723
2184 GOLDEN GATE AVE,37.777761505419,-122.446565209872
2522 SUTTER ST,37.785042213385,-122.441955852715
49 TOLEDO WAY,37.801202799634,-122.438446458189
1203 04TH ST,,
2010 GOLDEN GATE AVE,37.778118661814,-122.443742716536
2048 GOLDEN GATE AVE,37.778048550044,-122.444327512763
1 TOLEDO WAY,37.801512691392,-122.437539618843
2720 SUTTER ST,37.784628512837,-122.445172429338
81 CEDAR ST,37.7863471649,-122.419471790124
2700 SUTTER ST,37.784661537565,-122.444912359468
215 02ND ST,,
2626 SUTTER ST,37.78482487066,-122.443664677407
121 04TH ST,,
2613 POST ST,37.783601463493,-122.444856756465
131 PIOCHE ST,37.728666565147,-122.419692416216
1150 GOLDEN GATE AVE,37.779943628864,-122.429410013421
723 LINCOLN WAY,37.765876733432,-122.465649889588
1812 POST ST,37.785385432242,-122.431716332669
4025 19TH ST,37.759334410286,-122.433187081104
2517 POST ST,37.783797640682,-122.44329604662
1354 GOLDEN GATE AVE,37.779508498007,-122.432861891952
2425 POST ST,37.78399583337,-122.441776475518
2605 POST ST,37.783614640553,-122.444755293048
4015 19TH ST,37.759345821192,-122.432986574928
100 RETIRO WAY,37.805409751202,-122.438076248349
4005 19TH ST,37.759357232099,-122.432786068752
1257 TREAT AVE,37.750069105003,-122.412679881447
44 RICO WAY,37.804960641023,-122.439167263555
3917 19TH ST,37.759475929119,-122.430825591093
327 09TH ST,,
1090 GOLDEN GATE AVE,37.780053371431,-122.428559508091
1531 HOWARD ST,37.772720483558,-122.415901852694
1201 GRANT AVE,37.79787433285,-122.407098137804
98 RICO WAY,37.805518487929,-122.440228600974
316 CAMBRIDGE ST,37.727376144624,-122.418873159437
2401 POST ST,37.784044112723,-122.441410356904
1048 GOLDEN GATE AVE,37.780159281485,-122.427742157789
1060 GOLDEN GATE AVE,37.780133057893,-122.42794445417
1533 HOWARD ST,37.772700374031,-122.415924894864
1185 TREAT AVE,37.751246157221,-122.412793052485
3873 19TH ST,37.759538811409,-122.429792224278
485 CALIFORNIA ST,37.792826990332,-122.402497464626
3809 19TH ST,37.759621231446,-122.428437786791
972 GOLDEN GATE AVE,37.780120570469,-122.42804078578
3869 19TH ST,37.759543962661,-122.429707571935
90 RICO WAY,37.805434156014,-122.440070478675
1145 TREAT AVE,37.751853403404,-122.41285275358
1295 08TH AVE,,
95 CEDAR ST,37.786320157734,-122.419687260455
28 HANCOCK ST,37.760512606498,-122.428917809623
1661 BEACH ST,37.804561954844,-122.436401749392
1601 BEACH ST,37.804690206634,-122.435416541958
145 COLUMBUS AVE,37.796536389885,-122.404857427741
940 GOLDEN GATE AVE,37.780176228704,-122.427611422033
2413 CHESTNUT ST,37.799887072882,-122.443091524165
1228 GRANT AVE,37.79842901862,-122.407064956264
1010 EDDY ST,37.78250797205,-122.424348887573
704 IRVING ST,37.76413763309,-122.465359638323
1555 BEACH ST,37.804791833009,-122.434619312138
178 HANCOCK ST,37.760311338002,-122.432225325668
503 OXFORD ST,37.723707858436,-122.418291388684
868 GOLDEN GATE AVE,37.78038161615,-122.425994861528
1545 BEACH ST,37.804810750784,-122.434470597326
1701 BAY ST,,
1549 BEACH ST,37.804803183674,-122.434530083251
415 OXFORD ST,37.724769974378,-122.418731141944
1501 BEACH ST,37.804963095416,-122.433804021891
4150 20TH ST,37.757810463353,-122.433670953019
751 THORNTON AVE,37.730859359039,-122.402430027127
2329 CHESTNUT ST,37.800070830568,-122.441671229626
1375 04TH ST,,
1012 EDDY ST,37.782503885208,-122.424380669312
4184 20TH ST,37.757766118424,-122.434352757016
1675 BAY ST,,
1603 FILLMORE ST,37.784475779656,-122.433013048231
1160 EDDY ST,37.782201458851,-122.426732518042
101 CALIFORNIA ST,37.793440649988,-122.39766681778
500 VAN NESS AVE,37.780139687383,-122.420093728791
333 02ND ST,,
4204 20TH ST,37.757736944507,-122.434815013593
124 HARVARD ST,37.727964546817,-122.421294557232
672 PRENTISS ST,37.735009578246,-122.412489687988
1673 BAY ST,,
1265 FOLSOM ST,37.774165605759,-122.411006271921
1623 BAY ST,,
38 OTIS ST,37.772559559209,-122.419449805306
1651 BAY ST,,
1609 FILLMORE ST,37.78451404524,-122.433021214661
1230 EDDY ST,37.782047770848,-122.427938263742
1767 CHURCH ST,37.742617329472,-122.426495718396
1226 EDDY ST,37.78205548331,-122.427877067002
1611 BAY ST,,
42 OTIS ST,37.772524263921,-122.419493924422
1700 BAY ST,37.802897397251,-122.435055623321
29 VIRGINIA AVE,37.743038022708,-122.421109076193
4210 20TH ST,37.757733722592,-122.4348716273
603 HARRISON ST,37.783787662739,-122.395723491022
1551 BAY ST,37.80310451953,-122.432507251861
1280 EDDY ST,37.781951365075,-122.428703222996
124 FELL ST,37.77636465748,-122.419983849996
4406 20TH ST,37.757608479981,-122.437021863463
1205 SHOTWELL ST,37.749143245467,-122.414782961454
1278 EDDY ST,37.781955221306,-122.428672624626
902 KEARNY ST,37.796292710211,-122.405086441831
4330 20TH ST,37.757660889524,-122.436143132892
1189 SHOTWELL ST,37.749448314542,-122.414806985594
1575 BAY ST,37.803056216776,-122.432875560543
1177 SHOTWELL ST,37.749630486032,-122.414824383973
4516 20TH ST,37.757530139131,-122.438188122915
444 PRENTISS ST,37.737686851913,-122.412248621261
1259 FOLSOM ST,37.774235582759,-122.410917771587
619 MISSION ST,37.787700079602,-122.400083893187
4506 20TH ST,37.757536499478,-122.43809311514
1920 QUINT ST,37.7337456047,-122.399706697454
103 MAIN ST,37.791817239584,-122.39480610797
1918 46TH AVE,37.750715524982,-122.505178905853
429 RHODE ISLAND ST,37.764392557149,-122.402452829471
1 CALIFORNIA ST,37.793602022837,-122.396450717898
425 HAYES ST,37.77677560247,-122.423371639072
4508 20TH ST,37.757535227408,-122.438112116695
993 SHOTWELL ST,37.752590943333,-122.415111283432
1555 O'FARRELL ST,37.783496654473,-122.43058952451
1509 VALLEJO ST,37.796818688456,-122.42213535869
578 JACKSON ST,37.796388776294,-122.404192144365
4534 20TH ST,37.757518690507,-122.43835913691
2113 CHESTNUT ST,37.800518225912,-122.438130536343
1550 EDDY ST,37.781378545896,-122.433176186078
987 SHOTWELL ST,37.752681477118,-122.415119723011
431 PIOCHE ST,37.727907785127,-122.422651074439
424 FOLSOM ST,37.787820649708,-122.393923854036
1669 QUINT ST,37.735639674436,-122.397813403538
423 RHODE ISLAND ST,37.764463804544,-122.402459352111
500 KIRKHAM ST,37.760368234544,-122.466127496697
1721 O'FARRELL ST,37.783205574584,-122.432917396351
969 SHOTWELL ST,37.752953078472,-122.415145041748
951 SHOTWELL ST,37.753224679826,-122.415170360485
39 VIRGINIA AVE,37.742998317858,-122.421010219248
300 STOCKTON ST,37.788567042282,-122.406711547049
1638 47TH AVE,37.755913506936,-122.506611910496
1611 46TH AVE,37.756457260387,-122.505720626861
1152 VALENCIA ST,37.754445951775,-122.420957199313
1035 GEARY ST,37.785767185524,-122.420286802977
1691 46TH AVE,37.755029845039,-122.505620639002
1735 46TH AVE,37.754162928329,-122.505560135853
320 STOCKTON ST,37.788877555901,-122.406769049531
1715 O'FARRELL ST,37.783211470688,-122.432871996327
1671 45TH AVE,37.755431698796,-122.504574636165
511 HARRISON ST,37.785664852452,-122.393346201135
1395 ELLIS ST,37.782798786961,-122.428587053226
1745 O'FARRELL ST,37.783181990168,-122.433098996447
805 SHOTWELL ST,37.75552051431,-122.415387768906
811 SHOTWELL ST,37.755429428568,-122.415379069717
3404 23RD ST,37.753751381219,-122.420912697526
809 SHOTWELL ST,37.755459790482,-122.415381969447
1385 ELLIS ST,37.782811611436,-122.428486861964
1016 GEARY ST,37.785911950868,-122.420050046321
2404 MASON ST,37.805719065611,-122.413549907357
1140 FOLSOM ST,37.776037075718,-122.408845894394
403 09TH ST,,
461 RHODE ISLAND ST,37.764012571043,-122.402418042057
1360 04TH ST,,
803 EMBARCADERO NORTH,,
1315 ELLIS ST,37.78290138276,-122.427785523127
3204 17TH ST,37.763619410972,-122.417491707477
1285 ELLIS ST,37.782962030017,-122.427280205831
115 HOWARD ST,37.79112450183,-122.392659110971
695 SHOTWELL ST,37.757357882963,-122.415563307989
4104 19TH ST,37.759338840082,-122.434969391604
1500 GRANT AVE,37.800699804883,-122.407522854956
1265 O'FARRELL ST,,
155 STEUART ST,37.792597134358,-122.392288547818
587 SHOTWELL ST,37.759072675209,-122.415727874656
3365 MISSION ST,37.742868464964,-122.421567282153
958 GEARY ST,37.786034781433,-122.419061406449
540 TERRY A FRANCOIS BLVD,37.77594907894,-122.387777039665
